,driverid,Total Miles,model,Model Miles,truckid,event,latitude,longitude,city,state,velocity,event_ind,idling_ind,COUNTY,County,TOTAL_CRASHES,ROAD_MILES,Danger,event_weight
2456,A31,668620,Kenworth,3921818,A31,lane departure,39.017396,-122.057748,Arbuckle,California,0,1,1,,,,,1.0,1.0
2457,A31,668620,Kenworth,3921818,A31,normal,34.136119,-117.865339,Glendora,California,47,0,0,,,,,1.0,0.0
2458,A31,668620,Kenworth,3921818,A31,normal,39.409608,-123.355566,Willits,California,65,0,0,,,,,1.0,0.0
2459,A31,668620,Kenworth,3921818,A31,normal,38.440467,-122.714431,Santa Rosa,California,24,0,0,,,,,1.0,0.0
2460,A31,668620,Kenworth,3921818,A31,normal,38.716687,-121.364422,Antelope,California,45,0,0,,,,,1.0,0.0
2461,A31,668620,Kenworth,3921818,A31,normal,39.409608,-123.355566,Willits,California,65,0,0,,,,,1.0,0.0
2462,A31,668620,Kenworth,3921818,A31,normal,34.136119,-117.865339,Glendora,California,35,0,0,,,,,1.0,0.0
2463,A31,668620,Kenworth,3921818,A31,normal,39.230151,-121.136075,Rough and Ready,California,31,0,0,,,,,1.0,0.0
2464,A31,668620,Kenworth,3921818,A31,normal,38.716687,-121.364422,Antelope,California,28,0,0,,,,,1.0,0.0
2465,A31,668620,Kenworth,3921818,A31,normal,38.440467,-122.714431,Santa Rosa,California,20,0,0,,,,,1.0,0.0
2466,A31,668620,Kenworth,3921818,A31,unsafe tail distance,38.440467,-122.714431,Santa Rosa,California,53,1,0,,,,,1.0,1.0
2467,A31,668620,Kenworth,3921818,A31,normal,35.373292,-119.018712,Bakersfield,California,0,0,1,,,,,1.0,0.0
2468,A31,668620,Kenworth,3921818,A31,normal,34.136119,-117.865339,Glendora,California,42,0,0,,,,,1.0,0.0
2469,A31,668620,Kenworth,3921818,A31,normal,38.440467,-122.714431,Santa Rosa,California,66,0,0,,,,,1.0,0.0
2470,A31,668620,Kenworth,3921818,A31,normal,37.77493,-122.419416,San Francisco,California,42,0,0,SF,San Francisco,1712.0,33.5,2.022089552238806,0.0
2471,A31,668620,Kenworth,3921818,A31,normal,37.77493,-122.419416,San Francisco,California,56,0,0,SF,San Francisco,1712.0,33.5,2.022089552238806,0.0
2472,A31,668620,Kenworth,3921818,A31,normal,38.440467,-122.714431,Santa Rosa,California,65,0,0,,,,,1.0,0.0
2473,A31,668620,Kenworth,3921818,A31,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
2474,A31,668620,Kenworth,3921818,A31,normal,38.440467,-122.714431,Santa Rosa,California,74,0,0,,,,,1.0,0.0
2475,A31,668620,Kenworth,3921818,A31,normal,34.136119,-117.865339,Glendora,California,61,0,0,,,,,1.0,0.0
2476,A31,668620,Kenworth,3921818,A31,normal,39.230151,-121.136075,Rough and Ready,California,45,0,0,,,,,1.0,0.0
2477,A31,668620,Kenworth,3921818,A31,normal,37.77493,-122.419416,San Francisco,California,45,0,0,SF,San Francisco,1712.0,33.5,2.022089552238806,0.0
2478,A31,668620,Kenworth,3921818,A31,normal,39.230151,-121.136075,Rough and Ready,California,43,0,0,,,,,1.0,0.0
2479,A31,668620,Kenworth,3921818,A31,normal,39.409608,-123.355566,Willits,California,35,0,0,,,,,1.0,0.0
2480,A32,627218,Hino,4579929,A32,normal,41.526509,-124.038407,Klamath,California,67,0,0,,,,,1.0,0.0
2481,A32,627218,Hino,4579929,A32,normal,33.846404,-118.046731,La Palma,California,69,0,0,,,,,1.0,0.0
2482,A32,627218,Hino,4579929,A32,normal,33.846404,-118.046731,La Palma,California,36,0,0,,,,,1.0,0.0
2483,A32,627218,Hino,4579929,A32,normal,38.716687,-121.364422,Antelope,California,26,0,0,,,,,1.0,0.0
2484,A32,627218,Hino,4579929,A32,normal,32.715329,-117.157255,San Diego,California,46,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
2485,A32,627218,Hino,4579929,A32,normal,38.297538,-122.286865,Napa,California,0,0,1,NAP,Napa,665.0,111.9,1.1188561215370867,0.0
2486,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,39,0,0,,,,,1.0,0.0
2487,A32,627218,Hino,4579929,A32,normal,41.526509,-124.038407,Klamath,California,0,0,1,,,,,1.0,0.0
2488,A32,627218,Hino,4579929,A32,normal,38.130197,-121.272447,Lodi,California,0,0,1,,,,,1.0,0.0
2489,A32,627218,Hino,4579929,A32,normal,37.639097,-120.996878,Modesto,California,39,0,0,,,,,1.0,0.0
2490,A32,627218,Hino,4579929,A32,normal,38.716687,-121.364422,Antelope,California,17,0,0,,,,,1.0,0.0
2491,A32,627218,Hino,4579929,A32,normal,38.297538,-122.286865,Napa,California,20,0,0,NAP,Napa,665.0,111.9,1.1188561215370867,0.0
2492,A32,627218,Hino,4579929,A32,normal,37.639097,-120.996878,Modesto,California,55,0,0,,,,,1.0,0.0
2493,A32,627218,Hino,4579929,A32,normal,34.019454,-118.491191,Santa Monica,California,73,0,0,,,,,1.0,0.0
2494,A32,627218,Hino,4579929,A32,normal,38.440467,-122.714431,Santa Rosa,California,68,0,0,,,,,1.0,0.0
2495,A32,627218,Hino,4579929,A32,normal,37.639097,-120.996878,Modesto,California,0,0,1,,,,,1.0,0.0
2496,A32,627218,Hino,4579929,A32,normal,38.130197,-121.272447,Lodi,California,0,0,1,,,,,1.0,0.0
2497,A32,627218,Hino,4579929,A32,normal,37.957702,-121.29078,Stockton,California,38,0,0,,,,,1.0,0.0
2498,A32,627218,Hino,4579929,A32,normal,37.957702,-121.29078,Stockton,California,17,0,0,,,,,1.0,0.0
2499,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,54,0,0,,,,,1.0,0.0
2500,A32,627218,Hino,4579929,A32,normal,41.526509,-124.038407,Klamath,California,70,0,0,,,,,1.0,0.0
2501,A32,627218,Hino,4579929,A32,normal,38.297538,-122.286865,Napa,California,33,0,0,NAP,Napa,665.0,111.9,1.1188561215370867,0.0
2502,A32,627218,Hino,4579929,A32,normal,37.005782,-121.568275,Gilroy,California,66,0,0,,,,,1.0,0.0
2503,A32,627218,Hino,4579929,A32,normal,38.297538,-122.286865,Napa,California,17,0,0,NAP,Napa,665.0,111.9,1.1188561215370867,0.0
2504,A32,627218,Hino,4579929,A32,normal,37.005782,-121.568275,Gilroy,California,0,0,1,,,,,1.0,0.0
2505,A32,627218,Hino,4579929,A32,normal,37.957702,-121.29078,Stockton,California,19,0,0,,,,,1.0,0.0
2506,A32,627218,Hino,4579929,A32,normal,37.639097,-120.996878,Modesto,California,19,0,0,,,,,1.0,0.0
2507,A32,627218,Hino,4579929,A32,normal,37.957702,-121.29078,Stockton,California,32,0,0,,,,,1.0,0.0
2508,A32,627218,Hino,4579929,A32,unsafe following distance,34.579434,-118.116461,Palmdale,California,0,1,1,,,,,1.0,1.0
2509,A32,627218,Hino,4579929,A32,normal,37.639097,-120.996878,Modesto,California,0,0,1,,,,,1.0,0.0
2510,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,0,0,1,,,,,1.0,0.0
2511,A32,627218,Hino,4579929,A32,normal,37.957702,-121.29078,Stockton,California,75,0,0,,,,,1.0,0.0
2512,A32,627218,Hino,4579929,A32,normal,41.526509,-124.038407,Klamath,California,0,0,1,,,,,1.0,0.0
2513,A32,627218,Hino,4579929,A32,normal,38.716687,-121.364422,Antelope,California,0,0,1,,,,,1.0,0.0
2514,A32,627218,Hino,4579929,A32,normal,33.846404,-118.046731,La Palma,California,0,0,1,,,,,1.0,0.0
2515,A32,627218,Hino,4579929,A32,normal,38.716687,-121.364422,Antelope,California,50,0,0,,,,,1.0,0.0
2516,A32,627218,Hino,4579929,A32,normal,41.526509,-124.038407,Klamath,California,15,0,0,,,,,1.0,0.0
2517,A32,627218,Hino,4579929,A32,normal,37.957702,-121.29078,Stockton,California,0,0,1,,,,,1.0,0.0
2518,A32,627218,Hino,4579929,A32,normal,39.409608,-123.355566,Willits,California,26,0,0,,,,,1.0,0.0
2519,A32,627218,Hino,4579929,A32,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0,,,,,1.0,0.0
2520,A32,627218,Hino,4579929,A32,normal,32.715329,-117.157255,San Diego,California,23,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
2521,A32,627218,Hino,4579929,A32,normal,33.846404,-118.046731,La Palma,California,45,0,0,,,,,1.0,0.0
2522,A32,627218,Hino,4579929,A32,normal,37.957702,-121.29078,Stockton,California,68,0,0,,,,,1.0,0.0
2523,A32,627218,Hino,4579929,A32,normal,38.130197,-121.272447,Lodi,California,0,0,1,,,,,1.0,0.0
2524,A32,627218,Hino,4579929,A32,normal,37.005782,-121.568275,Gilroy,California,33,0,0,,,,,1.0,0.0
2525,A32,627218,Hino,4579929,A32,normal,37.005782,-121.568275,Gilroy,California,17,0,0,,,,,1.0,0.0
2526,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,67,0,0,,,,,1.0,0.0
2527,A32,627218,Hino,4579929,A32,normal,32.715329,-117.157255,San Diego,California,0,0,1,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
2528,A32,627218,Hino,4579929,A32,normal,38.716687,-121.364422,Antelope,California,0,0,1,,,,,1.0,0.0
2529,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,20,0,0,,,,,1.0,0.0
2530,A32,627218,Hino,4579929,A32,normal,39.409608,-123.355566,Willits,California,64,0,0,,,,,1.0,0.0
2531,A32,627218,Hino,4579929,A32,normal,32.715329,-117.157255,San Diego,California,54,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
2532,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,19,0,0,,,,,1.0,0.0
2533,A32,627218,Hino,4579929,A32,overspeed,38.130197,-121.272447,Lodi,California,81,1,0,,,,,1.0,1.0
2534,A32,627218,Hino,4579929,A32,normal,38.716687,-121.364422,Antelope,California,0,0,1,,,,,1.0,0.0
2535,A32,627218,Hino,4579929,A32,normal,33.846404,-118.046731,La Palma,California,34,0,0,,,,,1.0,0.0
2536,A32,627218,Hino,4579929,A32,normal,38.130197,-121.272447,Lodi,California,0,0,1,,,,,1.0,0.0
2537,A32,627218,Hino,4579929,A32,normal,32.715329,-117.157255,San Diego,California,71,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
2538,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,47,0,0,,,,,1.0,0.0
2539,A32,627218,Hino,4579929,A32,normal,34.019454,-118.491191,Santa Monica,California,58,0,0,,,,,1.0,0.0
2540,A32,627218,Hino,4579929,A32,normal,38.130197,-121.272447,Lodi,California,0,0,1,,,,,1.0,0.0
2541,A32,627218,Hino,4579929,A32,unsafe following distance,38.440467,-122.714431,Santa Rosa,California,61,1,0,,,,,1.0,1.0
2542,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,58,0,0,,,,,1.0,0.0
2543,A32,627218,Hino,4579929,A32,normal,37.005782,-121.568275,Gilroy,California,40,0,0,,,,,1.0,0.0
2544,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,73,0,0,,,,,1.0,0.0
2545,A32,627218,Hino,4579929,A32,lane departure,38.297538,-122.286865,Napa,California,45,1,0,NAP,Napa,665.0,111.9,1.1188561215370867,0.8937699680511182
2546,A32,627218,Hino,4579929,A32,normal,33.846404,-118.046731,La Palma,California,58,0,0,,,,,1.0,0.0
2547,A32,627218,Hino,4579929,A32,normal,33.846404,-118.046731,La Palma,California,40,0,0,,,,,1.0,0.0
2548,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,46,0,0,,,,,1.0,0.0
2549,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,55,0,0,,,,,1.0,0.0
2550,A32,627218,Hino,4579929,A32,normal,38.716687,-121.364422,Antelope,California,18,0,0,,,,,1.0,0.0
2551,A32,627218,Hino,4579929,A32,normal,41.526509,-124.038407,Klamath,California,58,0,0,,,,,1.0,0.0
2552,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,23,0,0,,,,,1.0,0.0
2553,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,66,0,0,,,,,1.0,0.0
2554,A32,627218,Hino,4579929,A32,normal,38.297538,-122.286865,Napa,California,62,0,0,NAP,Napa,665.0,111.9,1.1188561215370867,0.0
2555,A32,627218,Hino,4579929,A32,normal,34.579434,-118.116461,Palmdale,California,0,0,1,,,,,1.0,0.0
2556,A32,627218,Hino,4579929,A32,normal,38.297538,-122.286865,Napa,California,60,0,0,NAP,Napa,665.0,111.9,1.1188561215370867,0.0
2557,A32,627218,Hino,4579929,A32,normal,38.130197,-121.272447,Lodi,California,42,0,0,,,,,1.0,0.0
2558,A32,627218,Hino,4579929,A32,normal,41.526509,-124.038407,Klamath,California,0,0,1,,,,,1.0,0.0
2559,A32,627218,Hino,4579929,A32,normal,38.130197,-121.272447,Lodi,California,0,0,1,,,,,1.0,0.0
2560,A33,652047,Caterpillar,12340709,A33,normal,37.941325,-122.484704,San Quentin,California,63,0,0,,,,,1.0,0.0
2561,A33,652047,Caterpillar,12340709,A33,normal,40.761243,-123.994778,Kneeland,California,34,0,0,,,,,1.0,0.0
2562,A33,652047,Caterpillar,12340709,A33,normal,38.440467,-122.714431,Santa Rosa,California,57,0,0,,,,,1.0,0.0
2563,A33,652047,Caterpillar,12340709,A33,normal,34.106676,-117.806726,San Dimas,California,0,0,1,,,,,1.0,0.0
2564,A33,652047,Caterpillar,12340709,A33,normal,37.941325,-122.484704,San Quentin,California,0,0,1,,,,,1.0,0.0
2565,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,0,0,1,,,,,1.0,0.0
2566,A33,652047,Caterpillar,12340709,A33,normal,38.36408,-122.524149,Glen Ellen,California,19,0,0,,,,,1.0,0.0
2567,A33,652047,Caterpillar,12340709,A33,normal,37.941325,-122.484704,San Quentin,California,36,0,0,,,,,1.0,0.0
2568,A33,652047,Caterpillar,12340709,A33,normal,32.61768,-116.187424,Jacumba,California,37,0,0,,,,,1.0,0.0
2569,A33,652047,Caterpillar,12340709,A33,normal,34.435829,-119.827639,Goleta,California,69,0,0,,,,,1.0,0.0
2570,A33,652047,Caterpillar,12340709,A33,normal,34.435829,-119.827639,Goleta,California,21,0,0,,,,,1.0,0.0
2571,A33,652047,Caterpillar,12340709,A33,overspeed,34.500831,-117.185876,Apple Valley,California,81,1,0,,,,,1.0,1.0
2572,A33,652047,Caterpillar,12340709,A33,normal,37.941325,-122.484704,San Quentin,California,0,0,1,,,,,1.0,0.0
2573,A33,652047,Caterpillar,12340709,A33,normal,37.957702,-121.29078,Stockton,California,0,0,1,,,,,1.0,0.0
2574,A33,652047,Caterpillar,12340709,A33,normal,39.409608,-123.355566,Willits,California,49,0,0,,,,,1.0,0.0
2575,A33,652047,Caterpillar,12340709,A33,normal,32.61768,-116.187424,Jacumba,California,16,0,0,,,,,1.0,0.0
2576,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,69,0,0,,,,,1.0,0.0
2577,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,36,0,0,,,,,1.0,0.0
2578,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,19,0,0,,,,,1.0,0.0
2579,A33,652047,Caterpillar,12340709,A33,normal,40.761243,-123.994778,Kneeland,California,29,0,0,,,,,1.0,0.0
2580,A33,652047,Caterpillar,12340709,A33,lane departure,34.435829,-119.827639,Goleta,California,45,1,0,,,,,1.0,1.0
2581,A33,652047,Caterpillar,12340709,A33,normal,39.409608,-123.355566,Willits,California,57,0,0,,,,,1.0,0.0
2582,A33,652047,Caterpillar,12340709,A33,normal,40.761243,-123.994778,Kneeland,California,38,0,0,,,,,1.0,0.0
2583,A33,652047,Caterpillar,12340709,A33,normal,34.500831,-117.185876,Apple Valley,California,0,0,1,,,,,1.0,0.0
2584,A33,652047,Caterpillar,12340709,A33,normal,34.500831,-117.185876,Apple Valley,California,27,0,0,,,,,1.0,0.0
2585,A33,652047,Caterpillar,12340709,A33,normal,34.020011,-117.949508,La Puente,California,59,0,0,,,,,1.0,0.0
2586,A33,652047,Caterpillar,12340709,A33,normal,34.106676,-117.806726,San Dimas,California,32,0,0,,,,,1.0,0.0
2587,A33,652047,Caterpillar,12340709,A33,normal,34.020011,-117.949508,La Puente,California,0,0,1,,,,,1.0,0.0
2588,A33,652047,Caterpillar,12340709,A33,normal,38.440467,-122.714431,Santa Rosa,California,40,0,0,,,,,1.0,0.0
2589,A33,652047,Caterpillar,12340709,A33,normal,38.36408,-122.524149,Glen Ellen,California,0,0,1,,,,,1.0,0.0
2590,A33,652047,Caterpillar,12340709,A33,normal,32.61768,-116.187424,Jacumba,California,0,0,1,,,,,1.0,0.0
2591,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,33,0,0,,,,,1.0,0.0
2592,A33,652047,Caterpillar,12340709,A33,normal,37.957702,-121.29078,Stockton,California,31,0,0,,,,,1.0,0.0
2593,A33,652047,Caterpillar,12340709,A33,normal,34.106676,-117.806726,San Dimas,California,60,0,0,,,,,1.0,0.0
2594,A33,652047,Caterpillar,12340709,A33,normal,32.61768,-116.187424,Jacumba,California,61,0,0,,,,,1.0,0.0
2595,A33,652047,Caterpillar,12340709,A33,normal,34.500831,-117.185876,Apple Valley,California,54,0,0,,,,,1.0,0.0
2596,A33,652047,Caterpillar,12340709,A33,normal,34.435829,-119.827639,Goleta,California,75,0,0,,,,,1.0,0.0
2597,A33,652047,Caterpillar,12340709,A33,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
2598,A33,652047,Caterpillar,12340709,A33,normal,37.957702,-121.29078,Stockton,California,0,0,1,,,,,1.0,0.0
2599,A33,652047,Caterpillar,12340709,A33,normal,38.36408,-122.524149,Glen Ellen,California,58,0,0,,,,,1.0,0.0
2600,A33,652047,Caterpillar,12340709,A33,normal,37.957702,-121.29078,Stockton,California,35,0,0,,,,,1.0,0.0
2601,A33,652047,Caterpillar,12340709,A33,normal,37.941325,-122.484704,San Quentin,California,23,0,0,,,,,1.0,0.0
2602,A33,652047,Caterpillar,12340709,A33,normal,37.957702,-121.29078,Stockton,California,0,0,1,,,,,1.0,0.0
2603,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,47,0,0,,,,,1.0,0.0
2604,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,0,0,1,,,,,1.0,0.0
2605,A33,652047,Caterpillar,12340709,A33,normal,40.761243,-123.994778,Kneeland,California,41,0,0,,,,,1.0,0.0
2606,A33,652047,Caterpillar,12340709,A33,normal,40.761243,-123.994778,Kneeland,California,59,0,0,,,,,1.0,0.0
2607,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,44,0,0,,,,,1.0,0.0
2608,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,25,0,0,,,,,1.0,0.0
2609,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,60,0,0,,,,,1.0,0.0
2610,A33,652047,Caterpillar,12340709,A33,normal,32.61768,-116.187424,Jacumba,California,42,0,0,,,,,1.0,0.0
2611,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,0,0,1,,,,,1.0,0.0
2612,A33,652047,Caterpillar,12340709,A33,normal,34.020011,-117.949508,La Puente,California,0,0,1,,,,,1.0,0.0
2613,A33,652047,Caterpillar,12340709,A33,normal,34.020011,-117.949508,La Puente,California,37,0,0,,,,,1.0,0.0
2614,A33,652047,Caterpillar,12340709,A33,lane departure,34.106676,-117.806726,San Dimas,California,68,1,0,,,,,1.0,1.0
2615,A33,652047,Caterpillar,12340709,A33,normal,37.957702,-121.29078,Stockton,California,20,0,0,,,,,1.0,0.0
2616,A33,652047,Caterpillar,12340709,A33,normal,34.500831,-117.185876,Apple Valley,California,17,0,0,,,,,1.0,0.0
2617,A33,652047,Caterpillar,12340709,A33,normal,38.36408,-122.524149,Glen Ellen,California,70,0,0,,,,,1.0,0.0
2618,A33,652047,Caterpillar,12340709,A33,normal,34.020011,-117.949508,La Puente,California,36,0,0,,,,,1.0,0.0
2619,A33,652047,Caterpillar,12340709,A33,normal,34.435829,-119.827639,Goleta,California,25,0,0,,,,,1.0,0.0
2620,A33,652047,Caterpillar,12340709,A33,normal,34.020011,-117.949508,La Puente,California,0,0,1,,,,,1.0,0.0
2621,A33,652047,Caterpillar,12340709,A33,normal,34.500831,-117.185876,Apple Valley,California,39,0,0,,,,,1.0,0.0
2622,A33,652047,Caterpillar,12340709,A33,normal,37.941325,-122.484704,San Quentin,California,58,0,0,,,,,1.0,0.0
2623,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,0,0,1,,,,,1.0,0.0
2624,A33,652047,Caterpillar,12340709,A33,normal,34.106676,-117.806726,San Dimas,California,0,0,1,,,,,1.0,0.0
2625,A33,652047,Caterpillar,12340709,A33,normal,37.941325,-122.484704,San Quentin,California,18,0,0,,,,,1.0,0.0
2626,A33,652047,Caterpillar,12340709,A33,normal,34.020011,-117.949508,La Puente,California,31,0,0,,,,,1.0,0.0
2627,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,52,0,0,,,,,1.0,0.0
2628,A33,652047,Caterpillar,12340709,A33,normal,34.435829,-119.827639,Goleta,California,18,0,0,,,,,1.0,0.0
2629,A33,652047,Caterpillar,12340709,A33,normal,34.354166,-119.059271,Santa Paula,California,60,0,0,,,,,1.0,0.0
2630,A33,652047,Caterpillar,12340709,A33,normal,34.500831,-117.185876,Apple Valley,California,41,0,0,,,,,1.0,0.0
2631,A33,652047,Caterpillar,12340709,A33,normal,37.941325,-122.484704,San Quentin,California,18,0,0,,,,,1.0,0.0
2632,A33,652047,Caterpillar,12340709,A33,normal,34.354166,-119.059271,Santa Paula,California,68,0,0,,,,,1.0,0.0
2633,A33,652047,Caterpillar,12340709,A33,normal,40.761243,-123.994778,Kneeland,California,70,0,0,,,,,1.0,0.0
2634,A33,652047,Caterpillar,12340709,A33,normal,38.36408,-122.524149,Glen Ellen,California,0,0,1,,,,,1.0,0.0
2635,A33,652047,Caterpillar,12340709,A33,normal,40.761243,-123.994778,Kneeland,California,0,0,1,,,,,1.0,0.0
2636,A33,652047,Caterpillar,12340709,A33,normal,37.957702,-121.29078,Stockton,California,29,0,0,,,,,1.0,0.0
2637,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,67,0,0,,,,,1.0,0.0
2638,A33,652047,Caterpillar,12340709,A33,unsafe following distance,34.435829,-119.827639,Goleta,California,59,1,0,,,,,1.0,1.0
2639,A33,652047,Caterpillar,12340709,A33,normal,37.441883,-122.143019,Palo Alto,California,21,0,0,,,,,1.0,0.0
2640,A34,655656,Freightliner,3228841,A34,normal,38.440467,-122.714431,Santa Rosa,California,68,0,0,,,,,1.0,0.0
2641,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,51,0,0,,,,,1.0,0.0
2642,A34,655656,Freightliner,3228841,A34,normal,33.663357,-116.310009,La Quinta,California,0,0,1,,,,,1.0,0.0
2643,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1,,,,,1.0,0.0
2644,A34,655656,Freightliner,3228841,A34,normal,33.663357,-116.310009,La Quinta,California,20,0,0,,,,,1.0,0.0
2645,A34,655656,Freightliner,3228841,A34,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0,,,,,1.0,0.0
2646,A34,655656,Freightliner,3228841,A34,normal,39.409608,-123.355566,Willits,California,0,0,1,,,,,1.0,0.0
2647,A34,655656,Freightliner,3228841,A34,normal,39.409608,-123.355566,Willits,California,0,0,1,,,,,1.0,0.0
2648,A34,655656,Freightliner,3228841,A34,lane departure,33.663357,-116.310009,La Quinta,California,55,1,0,,,,,1.0,1.0
2649,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,66,0,0,,,,,1.0,0.0
2650,A34,655656,Freightliner,3228841,A34,normal,34.500831,-117.185876,Apple Valley,California,0,0,1,,,,,1.0,0.0
2651,A34,655656,Freightliner,3228841,A34,normal,38.799703,-121.720574,Knights Landing,California,34,0,0,,,,,1.0,0.0
2652,A34,655656,Freightliner,3228841,A34,normal,38.440467,-122.714431,Santa Rosa,California,26,0,0,,,,,1.0,0.0
2653,A34,655656,Freightliner,3228841,A34,overspeed,34.500831,-117.185876,Apple Valley,California,88,1,0,,,,,1.0,1.0
2654,A34,655656,Freightliner,3228841,A34,normal,38.440467,-122.714431,Santa Rosa,California,36,0,0,,,,,1.0,0.0
2655,A34,655656,Freightliner,3228841,A34,normal,39.409608,-123.355566,Willits,California,45,0,0,,,,,1.0,0.0
2656,A34,655656,Freightliner,3228841,A34,normal,36.471865,-6.196595,San Fernando,California,0,0,1,,,,,1.0,0.0
2657,A34,655656,Freightliner,3228841,A34,normal,40.58654,-122.391675,Redding,California,31,0,0,,,,,1.0,0.0
2658,A34,655656,Freightliner,3228841,A34,normal,39.409608,-123.355566,Willits,California,27,0,0,,,,,1.0,0.0
2659,A34,655656,Freightliner,3228841,A34,normal,36.977173,-121.899402,Aptos,California,25,0,0,,,,,1.0,0.0
2660,A34,655656,Freightliner,3228841,A34,normal,39.409608,-123.355566,Willits,California,0,0,1,,,,,1.0,0.0
2661,A34,655656,Freightliner,3228841,A34,normal,40.58654,-122.391675,Redding,California,61,0,0,,,,,1.0,0.0
2662,A34,655656,Freightliner,3228841,A34,normal,39.409608,-123.355566,Willits,California,73,0,0,,,,,1.0,0.0
2663,A34,655656,Freightliner,3228841,A34,normal,36.977173,-121.899402,Aptos,California,53,0,0,,,,,1.0,0.0
2664,A34,655656,Freightliner,3228841,A34,normal,38.799703,-121.720574,Knights Landing,California,42,0,0,,,,,1.0,0.0
2665,A34,655656,Freightliner,3228841,A34,normal,34.500831,-117.185876,Apple Valley,California,64,0,0,,,,,1.0,0.0
2666,A34,655656,Freightliner,3228841,A34,normal,33.663357,-116.310009,La Quinta,California,46,0,0,,,,,1.0,0.0
2667,A34,655656,Freightliner,3228841,A34,normal,38.440467,-122.714431,Santa Rosa,California,63,0,0,,,,,1.0,0.0
2668,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,61,0,0,,,,,1.0,0.0
2669,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,43,0,0,,,,,1.0,0.0
2670,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1,,,,,1.0,0.0
2671,A34,655656,Freightliner,3228841,A34,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
2672,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,64,0,0,,,,,1.0,0.0
2673,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,48,0,0,,,,,1.0,0.0
2674,A34,655656,Freightliner,3228841,A34,normal,38.799703,-121.720574,Knights Landing,California,25,0,0,,,,,1.0,0.0
2675,A34,655656,Freightliner,3228841,A34,normal,40.563763,-122.238892,Palo Cedro,California,34,0,0,,,,,1.0,0.0
